backend,dimension,theta,se,se_within,se_across,pval,p_bh,bh_sig,n_fits
hybrid,emb_016,0.0521115160407614,0.0303147640307099,,,0.0856117490712371,,False,
hybrid,emb_017,0.002109862586963,0.0299349174438815,,,0.9438102997421712,,False,
hybrid,emb_018,-0.0215971773389987,0.0164507044999715,,,0.1892361625963685,,False,
hybrid,emb_019,0.0212623722156725,0.0150923290685102,,,0.1588884550283285,,False,
hybrid,emb_020,0.0643898683148859,0.0251879819082933,,,0.0105769776120014,,False,
hybrid,emb_021,-0.0407202456597484,0.0227747203044817,,,0.0737827679639793,,False,
hybrid,emb_022,-0.001505914095326,0.0207317113449045,,,0.9420940316187758,,False,
hybrid,emb_023,-0.033372965895322,0.0164530422529823,,,0.0425218265171938,,False,
hybrid,emb_024,-0.0288991470548423,0.0234840909256119,,,0.2184784843391427,,False,
hybrid,emb_025,-0.0072460468564512,0.0175241035271328,,,0.6792474264267161,,False,
hybrid,emb_026,-0.007692827890084,0.0179107211084365,,,0.6675523590807,,False,
hybrid,emb_027,0.0239445488540139,0.0210856538022125,,,0.2561303554323293,,False,
hybrid,emb_028,-0.045928333295533,0.0148530962371264,,,0.0019869745782041,,True,
hybrid,emb_029,-0.0099465880906619,0.0230526772190845,,,0.6661251020414793,,False,
hybrid,emb_030,-0.0034757784152604,0.0172196605494455,,,0.8400344486535412,,False,
hybrid,emb_031,0.06367262778548,0.0164267880859847,,,0.0001061240512498,,True,
hybrid,emb_032,0.0172981914152027,0.0230793429270842,,,0.4535500538410884,,False,
hybrid,emb_033,-0.0209524017174735,0.0225826156033128,,,0.3535055584216773,,False,
hybrid,emb_034,0.0060832271398976,0.0211201232971513,,,0.7733238461446534,,False,
hybrid,emb_035,-0.0841727134358936,0.0164127191685455,,,2.920520376648028e-07,,True,
hybrid,emb_036,0.028686932984375,0.0154502367950176,,,0.0633494405680226,,False,
hybrid,emb_037,0.065293199032541,0.0206309091479908,,,0.0015517671756519,,True,
hybrid,emb_038,-0.0231548193577786,0.0194381679054912,,,0.2335735904870775,,False,
hybrid,emb_039,0.0247713640848361,0.0143949283367186,,,0.0852799171333724,,False,
hybrid,emb_040,0.0063283537638886,0.0122754302829767,,,0.6061826437033242,,False,
hybrid,emb_041,0.0001728584595525,0.015882808729988,,,0.9913164997618142,,False,
